part_num,name,part_cat_id
973p21,Torso Fire Uniform Five Button Print,13
973p21c01,Torso Fire Uniform Five Button Print / Black Arms / Yellow Hands,13
973p22,Torso Suit and Red Shirt Print,13
973p22c01,Torso Suit and Red Shirt Print / Black Arms / Yellow Hands,13
973p23,Torso Town 'S' Logo Light Gray / Blue Print,13
973p23c01,Torso Town 'S' Logo Light Gray / Blue Print / Blue Arms / Yellow Hands,13
973p24,Torso Hospital Red Cross Shirt Print,13
973p24c01,Torso Hospital Red Cross Shirt Print / White Arms / Yellow Hands,13
973p25,Torso Hospital Red Cross Shirt and Stethoscope Print,13
973p25c01,Torso Hospital Red Cross Shirt and Stethoscope Print / White Arms / Yellow Hands,13
973p26,Torso Patch Pocket Shirt Print,13
973p26c01,Torso Patch Pocket Shirt Print / Blue Arms / Yellow Hands,13
973p26c02,Torso Patch Pocket Shirt Print / Black Arms / Yellow Hands,13
973p27,Torso Highway Print,13
973p27c01,Torso Highway Print / Blue Arms / Yellow Hands,13
973p28,Torso Leather Jacket Print,13
973p28c01,Torso Leather Jacket Print / Black Arms / Yellow Hands,13
973p29,Torso Fire Air Gauge and Pocket Print,13
973p29c01,Torso Fire Air Gauge and Pocket Print / Light Gray Arms / Black Hands,13
973p2a,"Minifig Torso with Chef Print cook,scarf",13
973p2c,"Minifig Torso with Strapless Suntop Print scar,swimsuit,bathing,town,paradisa",13
973p2d,Minifig Torso with Windsurfboard Print sailboard,13
973p2e,"Minifig Torso with Blue and Mint Green Stripes Print tank top,swimsuit",13
973p2f,"Minifig Torso with Spotted Singlet and Necklace Print gold,polka dot,tank top",13
973p2g,Minifig Torso with Blue Flowers on Tied Shirt Print,13
973p2h,Minifig Torso with Palm Tree Print,13
973p2j,Minifig Torso with Palm Tree and Dolphin Print,13
973p2k,Minifig Torso with Palm Tree and Horse Print,13
973p2m,Minifig Torso with Horse Head Print,13
973p30,Torso Pirate Purple Vest and Anchor Tattoo Print,13
973p30c01,Torso Pirate Purple Vest and Anchor Tattoo Print / Yellow Arms / Yellow Hands,13
973p31,Torso Pirate Stripes Red / White with Gold Belt Buckle Print,13
973p31c01,Torso Pirate Stripes Red / White with Gold Belt Buckle Print / Yellow Arms / Yellow Hands,13
973p32,Torso Pirate Stripes Blue / White with Gold Belt Buckle Print,13
973p32c01,Torso Pirate Stripes Blue / White with Gold Belt Buckle Print / Yellow Arms / Yellow Hands,13
973p33,Torso Pirate Stripes Red / Black with Gold Belt Buckle Print,13
973p33c01,Torso Pirate Stripes Red / Black with Gold Belt Buckle Print / Yellow Arms / Yellow Hands,13
973p34,Torso Pirate Open Jacket over Striped Vest Print,13
973p34c01,Torso Pirate Open Jacket over Striped Vest Print / Blue Arms / Yellow Hands,13
973p36,Torso Pirate Captain Print,13
973p36c01,Torso Pirate Captain Print / Black Arms / Yellow Hand Right / Light Gray Hook Left,13
973p38,Torso Pirate Female Red Corset Print,13
973p38c01,Torso Pirate Female Red Corset Print / White Arms / Yellow Hands,13
973p39,"Torso Pirate Open Jacket, Brown Shirt, Silver Buttons Print",13
973p39c01,"Torso Pirate Open Jacket, Brown Shirt, Silver Buttons Print / Blue Arms / Yellow Hands",13
973p3a,"Torso Pirate Ragged Shirt, Knife, and Black Crossbelt Print",13
973p3ac01,"Torso Pirate Ragged Shirt, Knife, and Black Crossbelt Print / Yellow Arms / Yellow Hand Right / Light Gray Hook Left",13
973p3b,"Torso Pirate Brown Vest, Ascot, Dark Gray Crossbelt Print",13
973p3bc01,"Torso Pirate Brown Vest, Ascot, Dark Gray Crossbelt Print / White Arms / Yellow Hands",13
973p3c,"Torso Pirate Green Vest, Open Shirt, and Black Crossbelt Print",13
973p3cc01,"Torso Pirate Green Vest, Open Shirt, and Black Crossbelt Print / White Arms / Yellow Hands",13
973p3d,"Minifig Torso with Medallion, Belt, and Silver Buttons Print Pirates, Imperial Armada, Spaniard",13
973p3f,"Minifig Torso with Striped Shirt and Silver Buttons Print pirates,spaniard,armada",13
973p3h,"Minifig Torso with Islander Woman Print feathers,boa,necklace",13
973p3j,"Minifig Torso with Islander Print feathers,belt,necklace",13
973p3k,"Minifig Torso with Islander King Print feathers,belt,bones,bone,necklace",13
973p3n,"Minifig Torso with Blue Imperial Guard Print pirates,soldier",13
973p3q,"Minifig Torso with Red Imperial Guard Print pirates,soldier",13
973p3r,Torso Pirate Imperial Soldier Officer Print (Blue),13
973p3rc01,Torso Pirate Imperial Soldier Officer Print (Blue) / Blue Arms / Yellow Hands,13
973p3s,Torso Pirate Imperial Guard Officer Print (Red),13
973p3sc01,Torso Pirate Imperial Guard Officer Print (Red) / Red Arms / White Hands,13
973p3t,Minifig Torso with Green Stripes and Leather Strap Print,13
973p3u,Minifig Torso with Imperial Soldier Print,13
973p3v,"Minifig Torso Pirate Vest, Anchor Tattoo, Rope on Back Print",13
973p40,Torso Castle Breastplate Print,13
973p40c01,Torso Castle Breastplate Print / Black Arms / Yellow Hands,13
973p40c02,Torso Castle Breastplate Print / Red Arms / Yellow Hands,13
973p40c03,Torso Castle Breastplate Print / Blue Arms / Yellow Hands,13
973p41,Torso Castle Scale Mail Print,13
973p41c01,Torso Castle Scale Mail Print / Black Arms / Yellow Hands,13
973p41c02,Torso Castle Scale Mail Print / Blue Arms / Yellow Hands,13
973p41c03,Torso Castle Scale Mail Print / Red Arms / Yellow Hands,13
973p42,Torso Castle Crusaders Crossed Axe Shield Print,13
973p42c01,Torso Castle Crusaders Crossed Axe Shield Print / Blue Arms / Yellow Hands,13
973p43,Torso Castle Black Falcon Print Old Style Torso with Rounder Bottomed Shield and Black Neck Marking,13
973p43c01,Torso Castle Black Falcon Print Old Style Torso with Rounder Bottomed Shield and Black Neck Marking / Black Arms / Yellow Hands,13
973p44,Torso Castle Wolfpack Print,13
973p44c01,Torso Castle Wolfpack Print / Brown Arms / Yellow Hands,13
973p44c02,Torso Castle Wolfpack Print / Black Arms / Yellow Hands,13
973p45,"Torso Studded Armor Print (Castle, Soccer)",13
973p45c01,"Torso Studded Armor Print (Castle, Soccer) without #1 on Back / Dark Gray Arms / Yellow Hands",13
973p46,Torso Castle Forestman Tie Shirt and Purse Print,13
973p46c01,Torso Castle Forestman Tie Shirt and Purse Print / Green Arms / Yellow Hands,13
973p46c02,Torso Castle Forestman Tie Shirt and Purse Print / Blue Arms / Yellow Hands,13
973p47,Torso Castle Classic Shield Red/Gray Print,13
973p47c01,Torso Castle Classic Shield Red/Gray Print / Light Gray Arms / Yellow Hands,13
973p48,Torso Castle Forestman Maroon Collar Print,13
973p48c01,Torso Castle Forestman Maroon Collar Print / Red Arms / Yellow Hands,13
973p49,Torso Castle Forestman Blue Collar Print,13
973p49c01,Torso Castle Forestman Blue Collar Print / Blue Arms / Yellow Hands,13
973p4b,Torso Castle Dragon Knights Dragon Face on Shield Print,13
973p4bc02,Torso Castle Dragon Knights Dragon Face on Shield Print / Blue Arms / Yellow Hands,13
973p4d,Torso Castle Royal Knights Lion Head on Red/White Shield Print,13
973p4dc01,Torso Castle Royal Knights Lion Head on Red/White Shield Print / White Arms / Yellow Hands,13
973p4dc02,Torso Castle Royal Knights Lion Head on Red/White Shield Print / Blue Arms / Yellow Hands,13
973p4dc03,Torso Castle Royal Knights Lion Head on Red/White Shield Print / Black Arms / Red Hands,13
973p4e,Torso Castle Royal Knights Lion Head and Necklace Print,13
973p4ec01,Torso Castle Royal Knights Lion Head and Necklace Print / White Arms / Yellow Hands,13
973p4f,Minifig Torso with Lion Gold on Blue Shield Print,13
973p4g,"Minifig Torso with Castle Female Armor Print breastplate, plate armor, plate mail, silver, gold, chrome,warrior, shield-maiden, princess, Knights Kingdom, Joan of Arc,Princess Storm",13
973p4h,"Minifig Torso with Castle Bodice and Cloak Print leonara,blacksmith's wife",13
973p4j,Minifig Torso with Crown on DarkBlue/MediumBlue Quarters Print,13
973p4l,Minifig Torso w/ Gold Lion and Belt on Red/White Quart. Print,13
973p4n,Torso Castle Crusaders Blue Corset and Necklace Print (Maiden),13
973p4nc01,Torso Castle Crusaders Blue Corset and Necklace Print (Maiden) / White Arms / Yellow Hands,13
973p4q,Torso Castle Forestman Green Corset and Necklace Original Bright Print (Maiden),13
973p4qc01,Torso Castle Forestman Green Corset and Necklace Original Bright Print (Maiden) / Green Arms / Yellow Hands,13
973p4r,"Minifig Torso with Tri-Colored Shield Large Print Castle, LEGOLAND Castle, Guard, Tournament",13
973p4s,Minifig Torso with Tri-Colored Shield and Gold Trim Print Tri-Colored Shield Vest castle Suzerain Goldcrest,13
973p4t,"Minifig Torso with Red/Peach Quarters Shield Print castle,legoland castle,knight,tournament",13
973p4u,"Minifig Torso with Maroon/Red Quarters Shield Print Castle, LEGOLAND Castle, Knight, Tournament",13
973p4v,Minifig Torso with Fantasy Era Peasant Rope Belt Print,13
973p4w,Minifig Torso with Corset with Reddish Brown Laces Print,13
973p4x,Minifig Torso with Dk Green Corset with Leather Belt Print,13
973p50,Torso Castle Forestman Black Collar Print,13
973p50c01,Torso Castle Forestman Black Collar Print / Black Arms / Yellow Hands,13
973p51,Torso Space Blacktron II Print,13
973p51c01,Torso Space Blacktron II Print / Black Arms / Black Hands,13
973p52,Torso Space Blacktron I Print,13
973p52c01,Torso Space Blacktron I Print / Black Arms / Black Hands,13
973p54,"Minifig Torso with UFO Alien Orange and Silver Print u.f.o., Space,four pips",13
973p55,Minifig Torso with Explorien Logo Print exploriens,13
973p60,Torso Shell Logo Large Print,13
973p60c01,Torso Shell Logo Large Print / White Arms / Yellow Hands,13
973p61,Torso Space Ice Planet Gold Print,13
973p61c01,Torso Space Ice Planet Gold Print / White Arms / Blue Hands,13
973p62,Torso Space Ice Planet Silver Print,13
973p62c01,Torso Space Ice Planet Silver Print / White Arms / Blue Hands,13
973p63,Torso Space Robot Print,13
973p63c01,Torso Space Robot Print (Spyrius) / Black Arms / Red Hands,13
973p63c02,Torso Space Robot Print (Exploriens) / White Arms / Black Hands,13
973p64,Torso Space Unitron Print,13
973p64c01,Torso Space Unitron Print / Light Gray Arms / Blue Hands,13
973p66,Torso Space Spyrius Print,13
973p66c01,Torso Space Spyrius Print / Black Arms / Red Hands,13
973p68,Torso Space MTron Logo Print,13
973p68c01,Torso Space MTron Logo Print / White Arms / Black Hands,13
973p69,Torso Space Police with Radio Print,13
973p69c01,Torso Space Police with Radio Print / Green Arms / Black Hands,13
973p6a,Minifig Torso with Space Police II Chief Print,13
973p6b,Torso Space Futuron Black Print,13
973p6bc01,Torso Space Futuron Black Print / Black Arms / White Hands,13
973p6bc02,Torso Space Futuron Black Print / Black Arms / Black Hands,13
973p6c,Torso Space Futuron Blue Print,13
973p6cc01,Torso Space Futuron Blue Print / Blue Arms / Blue Hands,13
973p6d,Torso Space Futuron Red Print,13
973p6dc01,Torso Space Futuron Red Print / Red Arms / Red Hands,13
973p6e,Torso Space Futuron Yellow Print,13
973p6ec01,Torso Space Futuron Yellow Print / Yellow Arms / Yellow Hands,13
973p6f,Minifig Torso Space Astrobot Print,13
973p6v,Minifig Torso UFO Alien Yellow Insignia and 3 Blue Bars Print,13
973p6w,Minifig Torso UFO Alien Circuitry with Red Lever Print,13
973p6x,Minifig Torso UFO Silver and Gold Circuitry Print,13
973p70,Torso Bomber Jacket and Black T-Shirt Print,13
973p70c01,Torso Bomber Jacket and Black T-Shirt Print / Brown Arms / Yellow Hands,13
973p70c02,Torso Bomber Jacket and Black T-Shirt Print / Reddish Brown Arms / Yellow Hands,13
973p71,Torso Necklace Red and Blue Undershirt Print,13
973p71c01,Torso Red Necklace and Blue Undershirt Print / White Arms / Yellow Hands,13
973p72,Torso Necklace Gold and Yellow Undershirt Print,13
973p72c01,Torso Necklace Gold and Yellow Undershirt Print / White Arms / Yellow Hands,13
973p73,Torso Town Vest with Patch Pockets over White Shirt Print,13
973p73c01,Torso Town Vest with Patch Pockets over White Shirt Print / White Arms / Yellow Hands,13
973p74,"Minifig Torso with Vest, Patch Pockets, and Police Badge Print town,police",13
973p75,Minifig Torso with Zipper Jacket and Police Logo Print,13
973p76,"Minifig Torso with Jacket, Tie, and Police Badge Print star",13
973p77,"Minifig Torso with Modern Firefighter Type 1 Print Town, fireman, fire logo badge, zipper, slash pocket, collar, red belt yellow buckle",13
973p78,"Minifig Torso with Modern Firefighter Type 2 Print Town, fireman, fire logo badge, zipper, two yellow pins, collar red belt yellow buckle, pips",13
973p79,Minifig Torso with Lifebelt Logo and ID Card Print,13
973p7a,Torso Arctic Logo Large and 'A1' Print,13
973p7ac01,Torso Large Arctic Logo and 'A1' Print / Blue Arms / Black Hands,13
973p7b,Torso Arctic Logo Large and 'A2' Print,13
973p7bc01,Torso Arctic Logo Large and 'A2' Print / Green Arms / Black Hands,13
973p7f,Minifig Torso with 18 and Blue-Yellow Stripes Racing Print,13
973p7g,Minifig Torso with Plain Shirt with Pockets Print,13
973p7h,"Minifig Torso with Jacket, Pink Shirt, Ring on Necklace Print",13
973p7k,"Minifig Torso with Jail Stripes and ""23768"" Print",13
973p7m,"Minifig Torso w/ Shirt, Badge, Blue Tie, ""POLICE"" Back Print",13
973p7n,"Minifig Torso w/ Leather Jacket, Badge, ""POLICE"" Back Print",13
973p7q,"Minifig Torso with Jacket, Pocket, Badge, Blue Tie Print",13
973p7s,"Minifig Torso with Prisoner and ""50380"" Print",13
973p7t,Minifig Torso with Jacket over Shirt and Prison Stripes Print,13
973p7u,Minifig Torso with Leather Jacket and Badge Print,13
973p7v,"Minifig Torso with Neon Yellow Stripes, Radio and Badge Print",13
973p7w,Minifig Torso with V-Neck Shirt and Blue Overalls Print,13
973p7x,Minifig Torso with White Envelope and Zipper Print,13
973p7y,Minifig Torso Female with LtPurple Scarf and Gray Belt Print,13
973p7z,Minifig Torso with Jacket over Lt Blue Button Down Shirt Print,13
973p80,Minifig Torso with #1 Racing Print,13
973p81,Minifig Torso with Octan &quot;OIL&quot; Badge Print,13
973p82,Minifig Torso with Red Vest and Train Logo Print,13
973p83,Torso Train Suit and Tie Print,13
973p83c01,Torso Train Suit and Tie Print / Yellow Arms / Yellow Hands,13
973p84,Minifig Torso with Four Button Suit and Train Logo Print conductor,13
973p85,"Minifig Torso with Airplane Logo and ""AIR"" Badge Print",13
973p86,"Minifig Torso with Stethoscope and Pocket with Pens Print doctor,medic,Physician, Hospital",13
973p8a,Torso Extreme Team Jacket with Red X Logo on Back Print,13
973p8ac01,Torso Extreme Team Jacket with Red X Logo on Back Print / Green Arms / Black Hands,13
973p8ac02,Torso Extreme Team Jacket with Red X Logo on Back Print / Red Arms / Black Hands,13
973p8ac03,Torso Extreme Team Jacket with Red X Logo on Back Print / White Arms / Black Hands,13
973p8ac04,Torso Extreme Team Jacket with Red X Logo on Back Print / Blue Arms / Black Hands,13
973p8b,"Torso Res-Q Orange Stripes, Pockets, Back Logo Print",13
973p8bc01,"Torso Res-Q Orange Stripes, Pockets, Back Logo Print / White Arms / Black Hands",13
973p8e,"Minifig Torso with Space Port Logo, Hose and 'C1' Print 99, C1, Space Port, Spacesuit, Town",13
973p8f,Minifig Torso with Telephone Print,13
973p8g,Minifig Torso with Blue Shirt and Safety Stripes Print,13
973p8h,"Minifig Torso with Suit with Pocket, Red Tie, Train Print",13
973p90,Torso Space Classic Moon Print,13
973p90c02,Torso Space Classic Moon Print / Red Arms / Red Hands,13
973p90c03,Torso Space Classic Moon Print / Black Arms / Black Hands,13
973p90c04,Torso Space Classic Moon Print / Yellow Arms / Yellow Hands,13
973p90c05,Torso Space Classic Moon Print / White Arms / White Hands,13
973pa1,Torso Adventurers Desert Suspenders and Red Bow Tie Print,13
973pa1c01,Torso Adventurers Desert Suspenders and Red Bow Tie Print / White Arms / Yellow Hands,13
973pa2,Torso Adventurers Desert Pharaoh Breastplate Print (Hotep),13
973pa2c01,Torso Adventurers Desert Pharaoh Breastplate Print (Hotep) / Black Arms / Red Hands,13
973pa3,"Minifig - Torso with Safari Shirt, Gun, and Red Bandana Print",13
973pa4,"Torso Adventurers Jungle Suit, Brown Vest, Black Tie Print",13
973pa4c01,"Torso Adventurers Jungle Suit, Brown Vest, Black Tie Print / White Arms / Black Hands",13
973pa5,"Torso Bomber Jacket, Belt, & Black Shirt Print",13
973pa5c01,"Torso Bomber Jacket, Belt, & Black Shirt Print / Brown Arms / Yellow Hands",13
973pa6,"Torso Adventurers Desert Safari Shirt, Blue Neck, Red Bandana, Compass Print",13
973pa6c01,"Torso Adventurers Desert Safari Shirt, Blue Neck, Red Bandana, Compass Print / Tan Arms / Yellow Hands",13
973pa7,"Torso Adventurers Desert Safari Shirt, Black Neck, Holster Print",13
973pa7c01,"Torso Adventurers Desert Safari Shirt, Black Neck, Holster Print / Tan Arms / Black Hand Right / Dark Gray Hook Left",13
973pa8,"Torso Adventurers Jungle Jacket, White Shirt, and Necklace Print",13
973pa8c01,"Torso Adventurers Jungle Jacket, White Shirt, and Necklace Print / Green Arms / Yellow Hands",13
973pa9,Minifig Torso with Leather Jacket and Light Gray Shirt Print,13
973paa,"Torso Adventurers Jungle Two Pockets, Two Guns in Belt Print",13
973paac01,"Torso Adventurers Jungle Two Pockets, Two Guns in Belt Print / Dark Gray Arms / Yellow Hands",13
973pab,"Torso Adventurers Jungle Tank Top, Stains, Wrench, Anchor Tattoo Print",13
973pabc01,"Torso Adventurers Jungle Tank Top, Stains, Wrench, Anchor Tattoo Print / Yellow Arms / Yellow Hands",13
973pac,"Torso Adventurers Jungle Necklace, Feathers, Navel Print (Achu)",13
973pacc01,"Torso Adventurers Jungle Necklace, Feathers, Navel Print (Achu) / Yellow Arms / Red Hands",13
973pad,"Minifig Torso with Vest, Slingshot in Belt Print",13
973pae,"Minifig Torso with Female White Shirt, Open Jacket Print",13
973paf,"Minifig Torso with Red and Gray Shirt, Pot Belly, Jacket Print",13
973pah,Minifig Torso with Rock Raiders Bandit Print,13
973paj,"Minifig Torso with Rock Raiders Jet Print Hover Scout, Pilot, Granite Grrl",13
973pak,Minifig Torso with Rock Raiders Docs Print,13
973pam,Minifig Torso with Rock Raiders Axle Print,13
973paq,Minifig Torso with Two Chinese Letters Yellow Stripe Print jing lee,13
973par,"Minifig Torso with Blue Vest, Collar and Star Print",13
973pas,"Minifig Torso with Blue Vest, Collar and Test Tube Print",13
973pat,"Minifig Torso with Alpha Team Logo, Buttons, Collar, and Munitions Harness Print dash",13
973pau,"Minifig Torso with Blue Vest, Tools, Shirt and Bomb Print",13
973pav,Minifig Torso with Silver Armor Front and Back and Drill Print,13
973pay,"Minifig Torso with Alpha Team Logo, Gray Vest, and Tools Print cam",13
973paz,"Minifig Torso with Alpha Team Logo, Orange Stripe, and Ropes Print flex",13
973pb0,Minifig Torso with Grey and Gold Batman Print,13
973pb0002,Torso SW Tusken Raider Print,13
973pb0002c01,Torso SW Tusken Raider Print / Tan Arms / Dark Gray Hands,13
973pb0003c01,Torso Space Exploriens Logo Print / Dark Gray Arms / Black Hands,13
973pb0004,Torso Space Exploriens Logo with Radio Print,13
973pb0004c01,Torso Space Exploriens Logo with Radio Print / Dark Gray Arms / Black Hands,13
973pb0005c01,Torso Coca-Cola Logo with V-neck Shirt and Red Stripe Print / White Arms / Yellow Hands,13
973pb0006,Torso Town Trucker Logo Print,13
973pb0006c01,Torso Town Trucker Logo Print / Yellow Arms / Yellow Hands,13
973pb0007c01,Torso Coca-Cola Logo with Black Stripe Print / Flat Silver Arms / Yellow Hands,13
973pb0007c02,Torso Coca-Cola Logo with Black Stripe Print / Pearl Light Gold Arms / Yellow Hands,13
973pb0008c01,"Torso Train Logo, Blue Vest w/ Tie, Watch Fob Print (Conductor Charlie) / White Arms / Yellow Hands",13
973pb0009,Torso Train Blue Striped Overalls Print,13
973pb0009c01,Torso Train Blue Striped Overalls Print / White Arms / Dark Gray Hands,13
973pb0010,"Torso Town Construction Zipper Jacket, Blue Shirt, Safety Stripes Print",13
973pb0010c01,"Torso Town Construction Zipper Jacket, Blue Shirt, Safety Stripes Print / Orange Arms / Dark Gray Hands",13
973pb0011,Torso Harry Potter Cardigan Sweater over Blue Striped Shirt Print,13
973pb0011c01,Torso Harry Potter Cardigan Sweater over Blue Striped Shirt Print / Brown Arms / Yellow Hands,13
973pb0012,"Torso Rock Raiders Orange Patch, 2 Hoses Print (Chief)",13
973pb0012c01,"Torso Rock Raiders Orange Patch, 2 Hoses Print (Chief) / Dk Gray Arm & Yellow Hand Right / Dk Turquoise Arm & Hand Left",13
973pb0013c01,Torso Racers Race Alligator Green Print / Green Arms / Black Hands,13
973pb0014c01,"Torso Town Construction Blue Overalls, Shirt and Silver Print Belt / Orange Arms / Dark Gray Hands",13
973pb0017c01,Torso Paradisa Palm Tree Print / White Arms / Yellow Hands,13
973pb0018c01,Torso Paradisa Pink Shirt Tied at Bottom with Blue Flowers Print / Yellow Arms / Yellow Hands,13
973pb0019c01,Torso Pirate Imperial Armada Brown belt and Blue Print / Red Arms / Yellow Hands,13
973pb0020,"Torso Aquazone Aquaraider Gold & Silver Straps, Control Box Print",13
973pb0020c01,"Torso Aquazone Aquaraider Gold & Silver Straps, Control Box Print / Black Arms / Black Hand Right / Trans-Neon Green Hook Left",13
973pb0021c01,Torso Aquazone Aquaraider Dark Turquoise and Gold Crossed Belts Print / Black Arms / Black Hands,13
973pb0022c01,Torso Racers Race Shark Blue Print / Blue Arms / Black Hands,13
973pb0023c01,Torso Racers Race Scorpion Red Print / Red Arms / Black Hands,13
973pb0024,Torso Octan Logo and 3 Stars and Zipper Print,13
973pb0024c01,Torso Octan Logo and 3 Stars and Zipper Print / White Arms / Yellow Hands,13
973pb0025ac01,Torso TV Globe Big Print - Lego Soccer Logo on Back / White Arms / Yellow Hands,13
973pb0025c01,Torso TV Globe Big Print / White Arms / Yellow Hands,13
973pb0026c01,"Torso Space Port Logo, Tube and Two Red Buttons Print / White Arms / White Hands",13
973pb0027c01,"Torso Space Port Logo, Zipper, ID and Police Star Print / Black Arms / Yellow Hands",13
973pb0028c01,Torso Fire Uniform Four Button and Gray Belt Print (Sticker) / Black Arms / Yellow Hands,13
973pb0029c01,Torso Studios Patchwork Jacket with Blue T-shirt Print (Frankenstein) / Brown Arms / Sand Green Hands,13
973pb0031c01,"Torso Airplane Crew Female, Pocket, Pen, Scarf and Logo Print / Blue Arms / Yellow Hands",13
973pb0034c01,Torso Exxon Logo Print / Red Arms / Yellow Hands,13
973pb0035,"Torso Post Office Worker, Suit and Horn Logo Print",13
973pb0035c01,"Torso Post Office Worker, Suit and Horn Logo Print / Red Arms / Yellow Hands",13
973pb0037,Torso Space Insectoids Silver X on Green Verniers Print,13
973pb0037c01,Torso Space Insectoids Silver X on Green Verniers Print / Green Arms / Black Hands,13
973pb0038c01,Torso Paradisa White Lace Collar Print / Yellow Arms / Yellow Hands,13
973pb0039c01,Torso Paradisa Horse Face in Horseshoe Print / Light Gray Arms / Yellow Hands,13
973pb0040,"Torso Rescue Coast Guard Logo, ID Badge, Red Collar, Zipper Print",13
973pb0040c01,"Torso Rescue Coast Guard Logo, ID Badge, Red Collar, Zipper Print / White Arms / Yellow Hands",13
973pb0041,"Torso Rescue Coast Guard Logo, Red Tie, Suit Buttons Print",13
973pb0041c01,"Torso Rescue Coast Guard Logo, Red Tie, Suit Buttons Print / Light Gray Arms / Yellow Hands",13
973pb0042c01,"Torso Adventurers Desert White Shirt, Jacket, Belt with Pouches Print / Light Gray Arms / Yellow Hands",13
973pb0043c01,Torso Adventurers Desert Red and Silver Striped Undershirt and Navel Print / Dark Gray Arms / Yellow Hands,13
973pb0044c01,Torso Rock Raiders Gray Straps and Pack Print (Jet) / Blue Arms / Yellow Hands,13
973pb0046,"Torso Aquazone Stingray Dark Turquoise, Black, and Gold Print 3",13
973pb0046c01,"Torso Aquazone Stingray Dark Turquoise, Black, and Gold Print 3 / Dark Gray Arms / Red Hands",13
973pb0047c01,Torso Aquazone Hydronaut Silver Diving Print 1 / Blue Arms / Black Hands,13
973pb0048,"Torso Aquazone Stingray Dark Turquoise, Black, and Gold Print 1",13
973pb0048c01,"Torso Aquazone Stingray Dark Turquoise, Black, and Gold Print 1 / Dark Gray Arms / Red Hands",13
973pb0049c01,"Torso Boat Captain, Suit Double Breasted and Gold Anchor Logo Print / Black Arms / Yellow Hands",13
973pb0050,Torso Nesquik Bunny Large 'N' Print,13
973pb0050c01,Torso Nesquik Bunny Large 'N' Print / Yellow Arms / Brown Hands,13
973pb0051,Torso Racers Race Tiger Print,13
973pb0051c01,Torso Racers Race Tiger Print / Yellow Arms / Black Hands,13
973pb0052,"Torso Alpha Team Logo, Orange Stripe, Shoulder Ropes Print",13
973pb0052c01,"Torso Alpha Team Logo, Orange Stripe, Shoulder Ropes Print / Black Arm Left / Orange Arm Right / Light Gray Hands",13
973pb0053,"Torso Alpha Team Logo on Necklace, Dk. Gray Vest, Tools Print",13
973pb0053c01,"Torso Alpha Team Logo on Necklace, Dk. Gray Vest, Tools Print / Yellow Arms / Yellow Hands",13
973pb0055c01,Torso Jail Stripes with Med Blue Overalls Print / White Arms / Black Hands,13
973pb0056c01,Torso Jail Stripes with Number 23768 Print / White Arms / White Hand Right / Blue Hand Left,13
973pb0057,Torso Xtreme Stunts Pizza with Slice Print (Pepper),13
973pb0057c01,Torso Xtreme Stunts Pizza with Slice Print (Pepper) / Blue Arms / Yellow Hands,13
973pb0058,Torso Xtreme Stunts Flowers on Tube Top w/ String Print (Sky),13
973pb0058c01,Torso Xtreme Stunts Flowers on Tube Top w/ String Print (Sky) / Dark Red Arms / Yellow Hands,13
973pb0059c01,Torso Space Port Logo and Radio in Pocket Print / Red Arms / Yellow Hands,13
973pb0060,"Torso Harry Potter Pinstriped Suit Jacket, Vest Silver, Blue Tie Print",13
973pb0060a,"Torso Harry Potter Pinstriped Suit Jacket, Vest Light Bluish Gray, Blue Tie Print",13
973pb0060ac01,"Torso Harry Potter Pinstriped Suit Jacket, Vest Light Bluish Gray, Blue Tie Print / Dark Bluish Gray Arms / Light Flesh Hands",13
973pb0060c01,"Torso Harry Potter Pinstriped Suit Jacket, Vest Silver, Blue Tie Print / Dark Gray Arms / Yellow Hands",13
973pb0061c01,Torso Paradisa Red Halter Top Print / Yellow Arms / Yellow Hands,13
973pb0062,Torso Pirate Islanders with Feather Necklace Print,13
973pb0062c01,Torso Pirate Islanders with Feather Necklace Print / Yellow Arms / Yellow Hands,13
973pb0063,Torso Pirate Islanders with Bone Necklace Print,13
973pb0063c01,Torso Pirate Islanders with Bone Necklace Print / Yellow Arms / Yellow Hands,13
973pb0064,Torso Pirate Islanders with Red Female Neckline Print,13
973pb0064c01,Torso Pirate Islanders with Red Female Neckline Print / Yellow Arms / Yellow Hands,13
973pb0066c01,Torso Castle Fright Knights Fleur de Lis Print / Red Arms / Yellow Hands,13
973pb0068c01,Torso SW Gungan Gold Trim Print / Tan Arms / Tan Hands,13
973pb0069,"Torso Town Blue V-Neck, Pockets and Buttons Print",13
973pb0069c01,"Torso Town Blue V-Neck, Pockets and Buttons Print / Blue Arms / Yellow Hands",13
973pb0070,Torso Rock Raiders Two Pouches on Chest Print (Docs),13
973pb0070c01,Torso Rock Raiders Two Pouches on Chest Print (Docs) / Dark Gray Arms / Yellow Hands,13
973pb0071c01,"Torso Alpha Team Logo, Utility Belt and Pouches Print / Black Arms / Black Hands",13
973pb0071c02,"Torso Alpha Team Logo, Utility Belt and Pouches Print / Dark Blue Arms / Black Hands",13
973pb0072,Torso Racers Number 18 and Yellow Stripe Print,13
973pb0072c01,Torso Racers Number 18 and Yellow Stripe Print / Yellow Arms / Dark Gray Hands,13
973pb0074,Torso Castle Dragon Knights Dragon Face breathing Fire Print,13
973pb0074c02,Torso Castle Dragon Knights Dragon Face breathing Fire Print / Black Arm Left / Blue Arm Right / Yellow Hands,13
